Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,India,IND,186328579302.068,193491368445.573,200715624830.902,218262146413.158,212157645177.652,232511554840.372,248985994040.59,279033584092.223,296589670895.932,296042052944.66,320979026420.035,270105341879.226,288208070278.013,279295648982.529,327274843459.429,360281909643.489,392896866204.516,415867563592.829,421351317224.941,458821052615.79,468395521654.458,485440139204.171,514939140318.756,607700687237.318,709152728830.775,820383763511.445,940259888787.721,1216736438834.96,1198895139005.92,1341888016994.9,1675615519484.96,1823051829894.55,1827637590410.41,1856721507621.58,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,72482337397.4439,85518233419.0479,90158449294.9921,81052283383.7155,84853700027.651,85289488375.4435,79954072544.5279,75929617557.7521,84300174485.7973,94451427876.6628,106140727333.636,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868619196.085,364570515618.358,432216737774.861,510228634992.255,539580085612.401,755094157594.524,892969104529.572,917869913364.917,912524136718.018,890814755511.014,860854232717.718,931877364034.196,1015618744168.08,1042271532953.49
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,94362275580.021,100499312749.922,125948756439.48,156365156618.242,162276728619.519,180183629599.683,209094561833.481,134009995923.166,123057861333.91,120496362916.27,124813263926.226,131637664957.524,119768691216.667,63743623231.2312,71841461172.2365,96419225744.9927,120403931883.348,113919163421.479,110276913362.445,113848450088.686,109591707801.431,126878750295.583,128626917504.398,151911222120.261,187754571246.703,224970371328.826,265602187406.199,349736591836.295,406070949550.867,414059094949.597,487069570461.36,629082257472.368,644019315003.54,500399839839.877,462284793280.825,409191686496.677,459042684192.698,489168731811.147,398880231367.268
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,52569000000,37823000000,42382333333.3333,40712903225.8064,46938387096.7742,48425161290.3226,47264516129.0323,56774193548.3871,62684516129.0323,65831935483.871,180408064516.129,407796349.663785,553671957.671958,1031944881.13189,3991349282.75729,12894029888.1122,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36633669269.3981,50065104667.8159,65147051918.0219,88837057319.5179,131614434153.505,111657580326.315,138516722649.573,185749664444.444,218002476129.472,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,21747855640.0712,20670190138.1671,21474754080.0358,20766047763.5314,20106648454.8404,21270013325.5601,28714571852.4799,33920518492.5094,37772897420.5159,39238392677.7542,49305632408.4929,49787502852.0725,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790785030.2419,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443117248.477,221985621537.5,241337364609.738,227270922957.327,243301556084.989,266787238499.03,302391428540.035,305733136180.907,348532394023.595,395461216460.418
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,..,..,..,..,251195796.754456,256330852.156058,356287012.606274,459975486.190554,584702952.685877,617619437.172775,761514559.659091,821507936.507937,854849069.84907,765647870.425915,833255280.073462,922269212.561149,1007205928.23713,1178261296.66012,1385124213.31567,1573742112.92671,1601050083.21985,1668684324.16871,1891002697.84173,2252620408.16327,2802206151.59282,3032411026.94919,3422733202.4501,4466350655.89909,5928791505.35144,5486921247.07323,5920369789.50182,6565667052.79737,6690228371.66909,7001175622.71266,7708454412.32126,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,25349508550.3729,26833679976.4861,29202655837.1698,32616995896.4361,30590497935.6956,28853757189.2669,35769715529.5016,42972129787.2865,52556269374.3938,52349172911.65,61905208272.8464,70871081524.7686,79314801236.3003,79712276313.6525,90576930828.5411,105307707634.576,114866706144.061,119246040470.807,120358023999.368,121166507717.951,136225025139.185,134620909004.446,125055466461.227,131314894271.096,139899274431.058,147103301914.121,158722866825.261,184068518293.128,220552442865.106,212453641380.363,238912622309.59,267406179630.431,262917911696.944,297634145181.876,314090281098.682,302722655203.465,320958936788.842,357227098125.658,375149611117.199
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,478356755595.749,431695533980.583,428257421617.752,444063496940.337,438896930791.272,453259761687.456,641862313287.44,807570134448.76,893663934840.821,930801709003.669,1183945130898.51,1249092439519.28,1323204350353.5,1067412587670.73,1101750159702.21,1177369428265.78,1314776508972.27,1244988176443.84,1272729786996.77,1255004736463.98,1149661363439.38,1172041488805.87,1281746271196.04,1582930016538.82,1812808753294.75,1864982261286.85,1958563654385.64,2222524108127.65,2417508414187.19,2209484319012.65,2144936254535,2306974020278.21,2097929495121.68,2153225581941.46,2173255507985.84,1845428048839.1,1887111188176.93,1970720904584.71,2099435266458.67
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,2679379371.51261,2979027966.45373,3293496311.93093,3619262277.47712,2373564549.4932,2100239018.82467,2754549581.92409,3287007321.56699,3828342820.3494,4404937853.39452,4592208086.69235,4106207649.05547,3535460089.80719,5440075675.74067,5452558947.03045,6577520642.82297,7393891920.80358,8400041723.54861,8787195622.43502,8887057997.36228,9005064474.93003,9194727831.07318,9719009494.84779,9430234810.78586,10174664853.9476,11243865777.7131,11930179089.8855,12799600047.1845,13709401520.0326,12120458114.8318,13220549908.2494,14444661522.1463,14807086555.5283,14264205152.6126,13899217721.6818,14188936958.4343,14077096714.1279,14808985171.3441,15730792835.5811
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,1129377244854.04,1245221410764.15,1158731426905.85,1270859919742.9,1345824500836.76,1427019759717.41,2120083812109.91,2580748422781.09,3125724434400.79,3109455047823.93,3185904656663.85,3648065760648.88,3980702922117.66,4536940479038.25,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,3910044474.28044,4383944702.85958,4681240992.70338,4920692190.95569,4967162160.40472,4993601520.43079,6402050484.90425,6756209762.48231,6277451829.05325,4221373673.80468,4160087507.83472,4344467193.25095,5310833193.59005,5606400221.69269,6236295978.24531,6727597031.96347,6927503526.09309,7245839210.15515,7912270803.94922,8149929478.13822,8460789844.8519,8975814652.8196,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22658715989.3302,24537876056.338,27133804225.3521,29524149154.9296,31634561690.1408,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,26932016269.6107,24923076923.0769,24917355371.9008,23409260879.9427,21250792886.1054,20374302652.3819,21035357936.8796,22165932062.966,22135245507.3656,16870817181.7799,18291990662.0356,22152689179.8815,24636598527.4437,30833692900.1091,43151647002.6096,57123671733.8952,81003864630.018,104849915058.376,133441648851.982,115308686941.38,148047348240.643,192626464617.071,207998568865.789,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,7265315820.20777,6854491705.88377,6431579356.95926,5979198313.76093,6191437070.18411,6135034213.78998,7239126568.14092,7970820369.2949,8355380879.12955,8283114514.17081,8572359038.16958,8151488783.19064,8209120763.04955,5751786642.55871,7148148564.04239,9046320255.40507,12045865396.1323,13115764358.2846,14093998843.7334,12896010459.3711,12705350097.8044,12986007425.8781,13147736898.5176,14904517649.8476,16095337093.8366,18737895512.7378,25825512284.2891,31958195182.2406,35895153327.8497,42347217912.9176,45405615063.7551,46869473150.61,56396704671.5777,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,33157723.1094117,35267489.2425442,32742712.6527597,31000545.7710517,34394167.0416706,26126615.2284866,25993008.7943576,29554412.5328693,38278810.3176488,37645319.1994276,36534294.7991591,41247772.3743817,61491394.2105308,58953627.9446654,67055363.3215782,68596369.2767491,81456842.3793677,80205788.2285918,74905725.1483615,77323948.4525998,74910555.2512264,64935847.4676225,74743892.1606019,96105634.747436,104085862.435301,113895467.720866,112338362.534347,138054961.877619,147017897.680178,140177363.671764,165458478.20613,195970104.356667,207001557.767135,201730847.75865,200287275.559653,191559398.175292,206467834.045145,222875724.653979,233514703.710292
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,65398377597.5108,72933533011.7706,78358416171.4889,87760553261.9279,97510744119.1162,101296177099.377,116836246284.832,147948709376.434,199591287824.777,246928837311.406,283365844161.092,330647042837.334,355524903068.056,392665710525.411,463619823515.164,566581003128.204,610167053824.007,569755022973.035,383331833681.821,497514040642.262,576179387819.613,547656279894.587,627246933729.618,702714855193.904,793175561887.027,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1143672241149.72,1253289537500.81,1278046536287.01,1370632955321.2,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5181776768.71247,5015894692.97027,5343950556.07185,6341613609.97976,6163484244.63408,6735328609.6594,7074394734.88431,6295848422.71573,6682677289.98994,7180764703.35718,7878759714.82322
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,28638868355.9196,25058020338.2535,21577153356.4192,20871081080.1538,21700082752.9369,21445970613.7595,17903989745.178,22368704133.6668,20690322152.8945,24313855653.3993,18427777777.7778,11009993703.1474,19858555214.7239,23941391390.7285,24848483838.3838,27186980646.5448,31492373308.7516,30350190704.4361,25943705784.2996,30122365849.2518,37718743480.0751,34889559869.8326,38135788413.8276,47874582231.588,59439090600.6108,80798630136.9863,101557330723.423,114634043361.692,147379737229.753,105968691905.415,115416305425.424,154039231299.128,174047662555.419,174168116687.215,162650450784.686,114585555830.916,109406674087.947,120687539675.517,138646316321.596
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,2660202622.91006,2542256424.35069,2315346942.855,2026019252.61241,1681780847.41091,1661147035.24388,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460246766.41401,2834168889.42019,3802570552.56105,5139958909.17936,4690061380.60253,4794361863.01353,6197765984.28468,6605142884.36215,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,..,..,..,..,1757142855.91837,2366666615.55556,1776842097.16343,1087273103.69639,598961269.297879,714046821.093797,865559879.400406,1028087972.31085,1127806944.61513,1327748689.88094,1543606345.11684,1763536304.53964,1873671550.34636,1747011857.33107,1280177838.71905,1454430642.44959,1731198022.46763,1768619058.34647,1758176653.07746,2023324407.28414,2366398119.86321,2735558734.7379,3455030060.9785,4223152739.04052,5446433157.40114,5836137329.63305,7131771014.70456,8750104617.17303,10192846339.4029,11983252626.5452,13279245886.3854,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5608208784.9401,5799465288.41246,6349481006.53278,6974112951.26891,7324192889.74297,7761252607.18424,8190888739.6463,9249030241.01864,11244337719.8377,13827070378.5612,16306935905.4138,20434922247.3037,29420499247.7089,34135200994.0067,25691530442.035,23468324572.3343,26575547900.8247,27116149948.6683,29152128167.8438,30277203767.4058,26344565876.8902,27117105059.5075,29391059767.4259,33247935477.3576
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,..,..,..,..,..,..,..,..,3313540067.93246,2717998687.71002,2838485353.96187,4690415092.53663,5843579160.90122,7941744492.23595,9599127050.17558,11718795528.5556,13690217333.5879,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.8391,22022709851.4096,24827355014.9254,29118916105.4726,35399582928.6899,38443907042.1227,39927125961.5257,44016799515.7546,46880103080.597,48095213746.6003,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,431542536.663782,434188034.188034,348741683.673845,386699308.859169,333163670.280225,268629925.852805,318858422.989262,402768324.481971,470395800.600668,495409232.627579,596410263.743849,704325366.718393,831029861.704746,835582062.476169,878250945.280469,1001894000.27846,946112492.844847,998004258.715675,928460893.108965,912773681.050642,887291687.920796,825706961.238689,775777238.55814,1157825434.78971,1511236655.52047,1682343527.49221,1800092563.75462,1682131784.51365,1766902709.19935,1740894964.80511,2234754241.91918,2579409619.96722,2477702216.26888,2367112931.642,2441063054.05792,2359686724.53829,2114426452.2019,2306741672.29006,2556247291.99785
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,40953924948.7419,36374353880.3994,33760146990.5726,33200520139.9749,29476109152.7531,31530566324.273,24180400959.4288,26697659334.6911,24308959591.195,25156707899.1462,28904183602.4818,31991821264.7118,33887047909.2746,30660051910.5037,28610549763.4685,25541379186.6458,27884615384.6154,30700897874.8704,27251301398.2813,35975860857.1164,38270954138.1128,34112093927.254,20481889763.7795,26265625000,33122307692.3077,47334691241.4924,60094231606.642,68032978390.6007,86710767415.1371,60808562033.4191,75380825062.4216,48169263294.1007,92540938129.1315,75351107029.0605,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,534699362.896161,511647750.124475,522096760.291094,524023624.89055,502620991.852944,529073612.453579,779357802.50006,1052848995.97101,1161757671.01756,1119983801.21338,1421509216.37424,1484160302.14952,1631177029.45063,1673085244.6879,1948129622.75132,2428525060.69927,2504012993.42238,2298389802.88883,2479699106.02264,2664105901.18863,2483889858.32312,2491800558.77674,2688618747.38148,3070803051.42164,3454373797.74442,3659319116.88057,4000102086.14635,4601429897.21468,5081479840.08716,4504375348.07038,5082337238.44718,5739706004.89616,5456102482.28614,6391708310.67727,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7921210339.58439,8430207164.43677,10168271903.3233,11289161847.2162,11022095813.552,11550695727.2335,12260761329.3051,14282292664.6004,18809197969.5431,22743164431.1972,26105207115.3129,30116192746.8942,39729151614.6689,47831254207.5223,37494380038.9213,36638128534.0643,43186501862.7907,42709372066.8627,46303660422.0434,48306546656.9281,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,6019805490.41247,5053665797.47936,4602316793.21914,4524217751.47929,4438435492.87908,4577211767.10374,6685595087.59256,8320902215.01891,9418167855.18376,10037674037.674,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21899317598.8414,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,58844277701.5258,54467289897.5582,56213985987.4168,61696281326.2453,59776383527.3602,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71000359760.4611
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,..,..,1142497718.77916,1133013235.10045,1304361353.27024,1362072159.94515,1532105070.18581,1957724829.35921,2288761822.51257,2705665492.01675,3246481233.24397,3765249711.09098,4914365189.04984,5665606114.80317,6311207779.92441,7046147736.91671,7176892950.39164,7267570892.70211,6797792190.19681,6547670439.26,6774193548.3871,6860272608.45211,7371692774.43404,8246479565.94248,10643253553.184,12160056122.3757,14874098691.9082,18439981612.4086,21027018332.6663,21587786905.8499,28241798491.593,36845888757.1886,43189721376.9846,51536595089.2793,54902831793.5018,45048190598.3249,45070808688.9611,50383871120.8733,55190661339.7796
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,5201818347.79882,4759333998.36746,4784977325.95803,4686457031.2269,3905938480.86119,3802557894.8719,4347989788.09257,3212900555.8091,3189456965.0482,3175638332.64471,3931334875.01376,3254713056.02171,3714966678.33381,4063298919.2868,3522227092.22839,3838100903.74974,4931861038.70763,4262965419.74998,4401967632.73718,4277903780.29131,4629247203.84524,5438332601.90798,5351701663.40807,6372498889.66585,5064732626.29389,5859269752.61332,6395712490.94304,8524620889.57747,10725137723.6549,9616879409.43789,9982711338.07029,11551819617.874,11578975061.9479,12423555455.3853,12522957399.2281,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1801156774.56852,1801193909.52073,1717379494.63245,1780148049.43635,1758028656.12928,1646442272.89094,1722586299.409,1721711808.48111,2008189508.37875,2314205129.58032,2737087861.62245,3206783830.41779,2618837835.02508,3013392657.99911,1719864761.30628,2033701497.97085,3319573749.6119,3875785863.38323,2547609590.06984,2584478924.06081,2537307580.32808,2498008664.6691,5087328437.8737,4669789300.35662,5058726350.48896,5320409651.47544,5818279739.14354,6451210219.11683,7743617352.21427,9009887946.82039,10128323010.6049,11648142958.3651,8773203178.16512,8031571927.62055,8801326169.14547,9219474379.31534,7909868618.46366,8943543793.5839,9879231591.52434
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,24488224677.2105,25004285791.7865,26804493635.3297,30347442110.9316,33942897422.0465,31199633352.9598,27734111399.7525,32181210157.9671,35272109220.1988,38847965292.9185,44024585239.6137,49143148094.2683,59167550162.956,66894966968.9736,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534405818.501,162692258307.056,193549569477.733,230811614370.384,202257453036.641,255017638455.59,297951668674.835,314443047642.111,323276235524.415,338066095097.254,301355266964.947,301256033870.334,319109094160.343,358788845712.53
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,42463576.1589404,44781456.9536424,47911340.1834794,57829787.2340426,109503546.099291,127190757.959989,141882254.230178,141223029.383064,168514513.375071,189514434.244,215043969.849246,244396761.92334,284875809.039634,322417837.161971,356014932.136461,398988954.970263,450382327.952421,508223602.378929,540096397.621071,589239753.610875,624337145.284622,870031676.798793,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774350240.04918,2886163997.20531,3295009237.50107,3697353039.20043,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,1759691186.39993,1538972424.36635,1333754224.99949,1297765325.90273,1232932104.07276,1392196047.99695,1852163453.15326,2090629986.97643,2169040603.19394,2181821909.27892,2681912148.69842,2724131458.26216,2830673378.13006,2818281085.08646,2081846497.74648,2706425157.39397,2780422049.21204,2697105823.4661,2920358710.50646,3440724709.59258,2961484953.86444,3468337942.32063,3908121307.01957,4714071979.68835,5454249125.72966,6247515888.14533,6905934217.90901,8156468826.12645,9838403100.50554,10231962390.2119,10689168016.2613,12995112690.2596,12442035339.1049,13242690786.0938,14364937124.0727,13104764378.326,14026048335.7047,15365713048.1993,17070867589.9055
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,1250199088.73142,1243509901.59105,1234474695.1709,1165730189.75039,1101807308.35861,1117797258.70192,1435038010.11259,1751293247.96064,2019503806.80456,2118655261.44752,2547330219.20136,2750214990.78865,3021944675.40788,2709194744.35593,2998504344.06831,3709361628.90737,3822488329.48903,3787069759.0365,4010090978.74385,4111890472.76062,4036810072.08739,4070867701.80867,4455128822.74822,5418313424.45366,6104139672.8194,6393234993.5333,6749840217.6947,7908417717.40432,9135423330.20251,8734741331.60386,9097044160.9473,9789361703.69731,9609532088.88683,10796782637.51,11888032872.432,11340795041.8065,12025782834.3596,14161366723.6779,16153779511.1559
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,26710653,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,109884700,112070100,113352100,114838500,122406100,131960000,131128500,132900000,138000000,143200000,150500000,146600000,151200000,161100000,172300000,180700000,186400000,186000000,183700000,201800000,213700000,220000000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1047925105.54497,1105494681.63193,1108776652.78389,1165171263.34593,1074373230.36274,1009723326.32808,1186628778.4874,1344664724.68991,1414951290.06682,1450647019.18099,1506914407.82047,2133692696.74857,2164298425.48412,1847353211.3475,1944876755.00708,2091726101.43014,2132087009.28942,2071996564.05296,2032347664.94993,1985922775.53351,1779520886.47015,1746063557.61355,1777057481.26043,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212355.02975,5206437193.80413,4714595547.75102,5628878797.98257,6764627745.9033,6728208836.22143,7223071097.08417,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,1147027924.10804,1157769443.59463,1092923635.57767,1104956573.09802,1054564759.05328,1090611324.6814,1482601552.40192,1906174437.96762,2163252449.13108,2211312823.20576,2689212760.18576,2895354736.18332,3267677814.23984,3307302125.87528,3606050873.0139,4094741652.30048,4481489761.54368,4243755307.55239,4225813976.36359,4402193195.46945,4726108622.47661,4675755867.17657,4906494249.38255,5894873919.74797,6667418752.07307,6576108447.47531,7028810680.89077,8150150209.22501,9990356673.73497,9128843109.15588,10003670690.3497,11518413429.9684,11668696396.7887,12292974141.4044,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,205577055465.993,263797827860.494,184602611609.517,156167000432.994,184230754105.394,195241069482.077,134556034672.991,147542558208.888,181611150496.787,221403098266.77,261253675692.838,313139656145.745,363157832923.734,530160763983.506,553618247900.74,380157469866.849,432157945024.428,523449530464.257,557461102630.658,631249359702.389,742061329643.37,796064590656.176,810666116505.478,765549967703.273,819459227375.022,917571853529.104,1020265057882.01,1102355554971.95,1161553459715.1,943437415024.633,1105424238731.09,1229013703416.76,1255110424817.79,1327436290282.67,1364507717614.13,1213294467716.88,1112233497452.7,1190721475906,1256300182879.73
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,64186644,76472529,80055706,84110353,84676118,101931941,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,325000000,359000000,392000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,3592857043.05057,3094565870.64237,2319243435.96096,2371813014.64989,1702314267.59123,1752999370.46158,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255450.5509,4401173151.93767,6054824248.24221,5439434271.78807,6974982369.60155,8414352020.49442,8709138634.82921,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,1378175524.11186,1205188647.93163,1143216456.56796,1092560364.51959,1037329604.35108,1082867507.33142,1515234743.47367,1839081463.27676,2000704744.91538,2010083833.1726,2481307077.10989,2480540845.33242,2737049230.70442,2574494355.73357,2720332134.53623,3130309995.30848,3137886994.52207,2840195190.36905,2934593467.68589,2907118641.17756,2654462665.26893,2673723033.71239,2919647981.81473,3597089750.78276,4043551488.82603,4204652898.73103,4586826512.71356,5875790766.2621,6502942244.93068,5474379252.34114,5367561569.59548,6088689808.38347,5742749294.00852,6555591709.88585,7070017323.65476,6264756528.37691,6471290793.55029,6430254652.58934,7184333936.01355
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2101394100,2310099100,2552401933.33333,2725736633.33333,2098734600,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440204.84738,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.10421,3414055661.61598,4234999703.90059,5623216608.04288,4583850367.88972,7189481998.90094,10409797377.8571,12292770631.565,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,838289118.844405,854261160.714286,828950327.353261,984293043.811565,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4142983843.4912,4544428421.49513,4087526241.81268,4465772400.37453,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668
