iyear,Country_Code,terrorism_count,region,Tourism Count
2014,74,2,70,5004000.0
2014,75,13,51,32999000.0
2014,78,26,77,22033000.0
2014,88,1,84,868.0
2014,90,1,87,4618000.0
2014,91,1,96,9976.0
2014,92,860,91,13107000.0
2014,93,35,88,9435000.0
2014,94,9,94,4968000.0
2014,96,33,93,8813000.0
2014,97,293,97,2927000.0
2014,98,7,98,48576000.0
2014,100,1,99,2080000.0
2014,101,5,101,13413000.0
2014,102,3,100,3990000.0
2014,104,115,103,1261000.0
2014,110,204,111,1355000.0
2014,119,1,126,222.0
2014,121,12,141,27437000.0
2014,122,9,127,1205000.0
2014,123,69,131,168.0
2014,124,1,132,1690000.0
2014,130,5,128,29346000.0
2014,138,15,133,3081000.0
2014,141,7,149,790.0
2014,142,1,147,13925000.0
2014,145,2,146,1330000.0
2014,146,5,144,135.0
2014,158,15,164,649.0
2014,159,12,156,3215000.0
2014,160,597,157,4833000.0
2014,167,48,170,32421000.0
2014,174,2,175,963.0
2014,183,20,221,9549000.0
2014,185,4,60,64939000.0
2014,186,16,116,1527000.0
2014,195,157,174,684.0
2014,198,5,189,5660000.0
2014,203,11,206,1113000.0
2014,205,423,197,24810000.0
2014,208,23,203,7163000.0
2014,209,94,204,39811000.0
2014,213,6,207,1266000.0
2014,214,895,208,12712000.0
2014,217,29,210,75022000.0
2014,222,4,213,857.0
2014,231,1,223,1880000.0
2014,603,103,69,32613000.0
2015,5,4,4,3784000.0
2015,6,16,56,1710000.0
2015,11,1,7,5736000.0
2015,12,2,8,1192000.0
2015,14,14,11,7450000.0
2015,18,18,20,9670000.0
2015,30,5,27,6306000.0
2015,32,2,19,7099000.0
2015,33,6,17,163.0
2015,34,102,14,131.0
2015,38,5,32,17971000.0
2015,43,1,35,4478000.0
2015,44,17,36,56886000.0
2015,45,136,41,2978000.0
2015,53,3,49,2659000.0
2015,54,4,50,8707000.0
2015,59,1,57,1544000.0
2015,60,647,58,9139000.0
2015,64,2,61,2961000.0
2015,65,7,62,864.0
2015,68,9,63,2622000.0
2015,69,37,65,84452000.0
2015,74,1,70,5256000.0
2015,75,65,51,34970000.0
2015,78,31,77,23599000.0
2015,90,1,87,4929000.0
2015,92,884,91,13284000.0
2015,93,29,88,10407000.0
2015,94,9,94,5237000.0
2015,96,28,93,9528000.0
2015,97,58,97,2799000.0
2015,98,5,98,50732000.0
2015,101,10,101,19737000.0
2015,102,4,100,3761000.0
2015,104,71,103,1114000.0
2015,110,44,111,1518000.0
2015,111,1,117,1082000.0
2015,121,5,141,25721000.0
2015,122,2,127,1234000.0
2015,123,121,131,1593.0
2015,124,1,132,1783000.0
2015,130,19,128,32093000.0
2015,136,1,123,10177000.0
2015,138,37,133,4681000.0
2015,141,48,149,539.0
2015,142,3,147,15007000.0
2015,146,41,144,135.0
2015,158,19,164,1215000.0
2015,159,10,156,3456000.0
2015,160,721,157,5361000.0
2015,164,1,168,2941100.0
2015,167,21,170,33729000.0
2015,174,2,175,1006600.0
2015,183,5,221,8904000.0
2015,184,1,108,13232000.0
2015,185,1,60,68175000.0
2015,186,11,116,1798000.0
2015,195,158,174,741.0
2015,198,32,189,6482000.0
2015,203,14,206,1104000.0
2015,205,278,197,29923000.0
2015,207,1,202,440.0
2015,208,17,203,5359000.0
2015,209,422,204,39478000.0
2015,213,10,207,1303000.0
2015,214,637,208,12428000.0
2015,217,38,210,77774000.0
2015,222,3,213,789.0
2015,603,114,69,34436000.0
2016,5,2,4,4070000.0
2016,6,9,56,2039000.0
2016,8,2,3,397.0
2016,11,2,7,6655000.0
2016,12,2,8,1260000.0
2016,14,9,11,8269000.0
2016,15,3,12,28121000.0
2016,18,3,20,10158000.0
2016,21,6,15,7481000.0
2016,30,2,27,6547000.0
2016,32,1,19,8252000.0
2016,33,10,17,152.0
2016,34,83,14,187.0
2016,38,6,32,19971000.0
2016,43,18,35,5641000.0
2016,44,5,36,59270000.0
2016,45,109,41,3317000.0
2016,53,2,49,3187000.0
2016,54,2,50,9321000.0
2016,59,2,57,1418000.0
2016,60,376,58,5258000.0
2016,65,13,62,871.0
2016,68,3,63,2789000.0
2016,69,26,65,82682000.0
2016,74,4,70,5393000.0
2016,75,44,51,35555000.0
2016,78,31,77,24799000.0
2016,86,1,82,235.0
2016,87,1,86,445.0
2016,88,1,84,838.0
2016,90,1,87,5302000.0
2016,92,1025,91,14570000.0
2016,93,19,88,11519000.0
2016,94,10,94,4942000.0
2016,96,15,93,10100000.0
2016,97,50,97,2900000.0
2016,98,11,98,52372000.0
2016,101,1,101,24040000.0
2016,102,9,100,3567000.0
2016,104,65,103,1268000.0
2016,110,41,111,1688000.0
2016,119,1,126,293.0
2016,121,19,141,26757000.0
2016,122,1,127,1286000.0
2016,123,99,131,1732.0
2016,130,5,128,35079000.0
2016,138,74,133,2907000.0
2016,141,43,149,753.0
2016,142,6,147,15828000.0
2016,146,25,144,152.0
2016,156,1,155,1921000.0
2016,158,15,164,1308000.0
2016,159,3,156,3744000.0
2016,160,632,157,5967000.0
2016,161,2,160,17471000.0
2016,167,55,170,24571000.0
2016,179,1,187,2027000.0
2016,183,27,221,10044000.0
2016,184,1,108,17242000.0
2016,185,3,60,75315000.0
2016,186,1,116,2051000.0
2016,195,173,174,800.0
2016,198,16,189,6782000.0
2016,203,3,206,1233000.0
2016,205,329,197,32530000.0
2016,208,12,203,5724000.0
2016,209,542,204,30289000.0
2016,213,15,207,1323000.0
2016,214,61,208,13333000.0
2016,217,64,210,76407000.0
2016,218,1,209,3037000.0
2016,222,6,213,601.0
2016,603,105,69,35814000.0
2017,5,1,4,4643000.0
2017,6,14,56,2451000.0
2017,8,6,3,261.0
2017,11,3,7,6720000.0
2017,14,4,11,8815000.0
2017,15,1,12,29460000.0
2017,18,21,20,11370000.0
2017,21,3,15,8385000.0
2017,30,2,27,6589000.0
2017,33,32,17,143.0
2017,34,21,14,299.0
2017,38,12,32,20798000.0
2017,43,12,35,6450000.0
2017,44,6,36,60740000.0
2017,45,117,41,4113000.0
2017,54,3,50,10160000.0
2017,58,1,55,6188000.0
2017,59,3,57,1608000.0
2017,60,224,58,8157000.0
2017,65,27,62,933.0
2017,68,2,63,3180000.0
2017,69,41,65,86861000.0
2017,74,1,70,6483000.0
2017,75,27,51,37452000.0
2017,78,43,77,27194000.0
2017,88,1,84,851.0
2017,92,966,91,15543000.0
2017,93,27,88,14040000.0
2017,94,11,94,4867000.0
2017,96,17,93,10338000.0
2017,97,32,97,3613000.0
2017,98,8,98,58253000.0
2017,100,2,99,2353000.0
2017,102,8,100,3843500.0
2017,104,97,103,1364000.0
2017,109,1,120,1949000.0
2017,110,23,111,1857000.0
2017,120,1,140,837.0
2017,121,4,141,25948000.0
2017,122,2,127,1390000.0
2017,123,141,131,1933.0
2017,124,3,132,2274000.0
2017,130,20,128,39291000.0
2017,138,115,133,3443000.0
2017,141,247,149,940.0
2017,142,1,147,17924000.0
2017,146,13,144,164.0
2017,151,1,148,6252000.0
2017,158,10,164,1584000.0
2017,159,8,156,4032000.0
2017,160,692,157,6621000.0
2017,161,1,160,18258000.0
2017,167,33,170,24390000.0
2017,183,29,221,10285000.0
2017,185,4,60,81786000.0
2017,186,41,116,2116400.0
2017,195,106,174,813.0
2017,198,18,189,7054000.0
2017,203,6,206,1275000.0
2017,205,179,197,35592000.0
2017,208,4,203,7052000.0
2017,209,181,204,37601000.0
2017,213,13,207,1402000.0
2017,214,61,208,14230000.0
2017,217,65,210,76941000.0
2017,222,17,213,427.0
2017,223,2,216,12922000.0
2017,230,2,222,1083000.0
2017,231,3,223,2423000.0
2017,603,122,69,37651000.0
